# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	668586	668723	+	CR182_01665		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_2	cds	669024	669131	+	CR182_01666		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NQ78, UniRef:UniRef90_UPI0037DC2B02
contig_2	cds	669722	669928	+	CR182_01667		hypothetical protein	SO:0001217, UniRef:UniRef50_Q14MA8, UniRef:UniRef90_A0A2P6FFU0
contig_2	cds	670611	670853	-	CR182_01668		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F543D40, UniRef:UniRef90_UPI001F543D40
contig_2	cds	670973	671860	-	CR182_01669		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_K4L1U4, UniRef:UniRef90_A0A2P6FFD3
contig_2	cds	671950	672081	-	CR182_01670		transposase	SO:0001217, UniRef:UniRef50_UPI00313B2429
contig_2	cds	672146	672343	-	CR182_01671		hypothetical protein	
contig_2	cds	672790	673140	+	CR182_01672		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_2	cds	673058	673333	-	CR182_01673		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F965, UniRef:UniRef90_A0A2P6F965
contig_2	cds	673572	673847	-	CR182_01674		Adhesin P12	SO:0001217, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A2P6F9P0
contig_2	cds	673919	674149	-	CR182_01675		Terminase-like family	SO:0001217, UniRef:UniRef50_A0A2P6F9K3
contig_2	cds	674336	674491	-	CR182_01676		(pseudo) p58	SO:0001217, UniRef:UniRef50_A0A3S0UL75, UniRef:UniRef90_A0A0K2JEU4
contig_2	cds	674564	674728	-	CR182_01677		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F9M4, UniRef:UniRef90_A0A2P6F9M4
contig_2	cds	674822	675316	-	CR182_01678		Phage terminase large subunit N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SCF8
contig_2	cds	675612	675914	-	CR182_01679		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A345DPK6
contig_2	cds	676150	676287	-	CR182_01680		hypothetical protein	
contig_2	cds	676342	676605	-	CR182_01681		(pseudo) Transposase	SO:0001217, UniRef:UniRef50_A0A0K2JHH9, UniRef:UniRef50_A0A345DRC0, UniRef:UniRef90_A0A3S0UB30
contig_2	cds	676762	676935	-	CR182_01682		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A432ZUU2
contig_2	cds	677622	678275	+	CR182_01683		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLG6
contig_2	cds	679025	679351	-	CR182_01684		S1 RNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_R4UD14, UniRef:UniRef90_UPI0032B25199
contig_2	cds	681718	682044	+	CR182_01685		S1 RNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_R4UD14, UniRef:UniRef90_UPI0032B25199
contig_2	cds	682794	683447	-	CR182_01686		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLG6, UniRef:UniRef90_A0A345DLG6
contig_2	cds	683413	683820	-	CR182_01687		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JER1, UniRef:UniRef90_A0A0K2JER1
contig_2	cds	684134	684313	+	CR182_01688		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A432ZUU2
contig_2	cds	684462	684725	+	CR182_01689		(pseudo) Transposase	SO:0001217, UniRef:UniRef50_A0A0K2JHH9, UniRef:UniRef50_A0A345DRC0, UniRef:UniRef90_A0A3S0UB30
contig_2	cds	684750	684908	+	CR182_01690		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGZ4
contig_2	cds	685155	685457	+	CR182_01691		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A345DPK6
contig_2	cds	685753	686247	+	CR182_01692		Phage terminase large subunit N-terminal domain-containing protein	KEGG:K06909, SO:0001217, UniRef:UniRef50_A0A3S0SCF8, UniRef:UniRef90_A0A3S0SCF8
contig_2	cds	686578	686733	+	CR182_01693		(pseudo) p58	SO:0001217, UniRef:UniRef50_A0A3S0UL75, UniRef:UniRef90_A0A0K2JEU4
contig_2	cds	686920	687222	+	CR182_01694		p58	SO:0001217, UniRef:UniRef50_A0A0K2JEG1
contig_2	cds	687222	687500	+	CR182_01695		Adhesin P12	SO:0001217, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A2P6F9P0
contig_2	cds	687736	688011	+	CR182_01696		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F965, UniRef:UniRef90_A0A2P6F965
contig_2	cds	687929	688279	-	CR182_01697		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_2	cds	688906	689094	+	CR182_01698		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FDJ1
contig_2	cds	689268	689858	+	CR182_01699		UPF0236 family transposase-like protein	SO:0001217, UniRef:UniRef50_A0A3S0USU3, UniRef:UniRef90_UPI0037DC10C6
contig_2	cds	690044	690229	-	CR182_01700		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0037DC42E5, UniRef:UniRef90_UPI0037DC42E5
contig_2	cds	690970	691401	-	CR182_01701	smpB	SsrA-binding protein SmpB	GO:0003723, KEGG:K03664, SO:0001217, UniRef:UniRef50_A0AAI9T359, UniRef:UniRef90_A0AAI9T359
contig_2	cds	691415	693532	-	CR182_01702	rnr	ribonuclease R	EC:3.1.13.1, GO:0003723, GO:0004518, KEGG:K12573, SO:0001217, UniRef:UniRef50_A0A2P6FFQ0, UniRef:UniRef90_A0A0K2JJL4
contig_2	cds	693610	693906	-	CR182_01703	secG	preprotein translocase subunit SecG	GO:0015136, GO:0015739, GO:0016020, SO:0001217, UniRef:UniRef50_A0A654IJR5, UniRef:UniRef90_A0A0K2JJ36
contig_2	cds	693989	694321	-	CR182_01704		hypothetical protein	PFAM:PF08282.18
contig_2	cds	694322	694840	-	CR182_01705		(pseudo) Cof-like hydrolase	SO:0001217, UniRef:UniRef50_A0A1J0TZG0, UniRef:UniRef90_A0A345DPC8
contig_2	cds	694855	695685	-	CR182_01706		Putative HAD superfamily hydrolase	SO:0001217, UniRef:UniRef50_W0GPM0, UniRef:UniRef90_A0A0K2JIM0
contig_2	cds	695829	696092	-	CR182_01707		F0F1 ATP synthase subunit epsilon	SO:0001217, UniRef:UniRef50_W0GJY9, UniRef:UniRef90_Q14Q23
contig_2	cds	696094	697491	-	CR182_01708	atpD	F0F1 ATP synthase subunit beta	EC:7.1.2.2, GO:0015986, GO:0045261, GO:0046933, SO:0001217, UniRef:UniRef50_P0A300, UniRef:UniRef90_W0GPL5
contig_2	cds	697495	698067	-	CR182_01709	atpG	(pseudo) ATP synthase F1 subunit gamma	EC:7.1.2.2, GO:0015986, GO:0045261, GO:0046933, KEGG:K02115, SO:0001217, UniRef:UniRef50_Q6F203, UniRef:UniRef90_Q14Q25
contig_2	cds	698106	698363	-	CR182_01710		hypothetical protein	PFAM:PF00231.24
contig_2	cds	698380	698496	-	CR182_01711		hypothetical protein	
contig_2	cds	698571	699950	-	CR182_01712	atpA	F0F1 ATP synthase subunit alpha	EC:7.1.2.2, GO:0015986, GO:0045261, GO:0046933, SO:0001217, UniRef:UniRef50_P06283, UniRef:UniRef90_A0A2P6FFS1
contig_2	cds	699967	700512	-	CR182_01713		F0F1 ATP synthase subunit delta	EC:7.1.2.2, SO:0001217, UniRef:UniRef50_Q14Q27, UniRef:UniRef90_Q14Q27
contig_2	cds	700519	701055	-	CR182_01714	atpF	F0F1 ATP synthase subunit B	EC:7.1.2.2, GO:0015078, GO:0015986, GO:0045263, SO:0001217, UniRef:UniRef50_A0A2P6FFQ9, UniRef:UniRef90_A0AAJ4JZ77
contig_2	cds	701091	701393	-	CR182_01715	atpE	ATP synthase F0 subunit C	EC:7.1.2.2, GO:0015078, GO:0015986, GO:0045263, SO:0001217, UniRef:UniRef50_A0A432ZXT0, UniRef:UniRef90_A0A432ZXT0
contig_2	cds	701446	702264	-	CR182_01716		F0F1 ATP synthase subunit A	EC:7.1.2.2, KEGG:K02108, SO:0001217, UniRef:UniRef50_W0GNC0, UniRef:UniRef90_A0A3S0SV08
contig_2	cds	702251	702607	-	CR182_01717		MG406 family protein	SO:0001217, UniRef:UniRef50_UPI0011818685
contig_2	cds	702677	703300	-	CR182_01718	upp	uracil phosphoribosyltransferase	EC:2.4.2.9, GO:0004845, GO:0009116, SO:0001217, UniRef:UniRef50_Q8RG35, UniRef:UniRef90_A0A0K2JIN1
contig_2	cds	703522	703668	-	CR182_01719		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D3F935, UniRef:UniRef90_UPI0030D3F935
contig_2	cds	703891	704040	-	CR182_01720		(pseudo) Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DPD9, UniRef:UniRef90_A0A345DPD9
contig_2	cds	704448	704627	+	CR182_01721		(pseudo) Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHV7, UniRef:UniRef50_A0A2S8NQ78, UniRef:UniRef90_UPI0037DC8C05
contig_2	cds	705197	705340	+	CR182_01722		hypothetical protein	
contig_2	cds	705584	705985	+	CR182_01723		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3S0UNG9
contig_2	cds	706285	706554	+	CR182_01724	recT	recombinase RecT	SO:0001217, UniRef:UniRef50_UPI0030CD709F
contig_2	cds	706588	707073	+	CR182_01725		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A433ET01
contig_2	cds	707199	707654	+	CR182_01726		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5, UniRef:UniRef90_A0A2P6FG32
contig_2	cds	707644	707838	+	CR182_01727		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0037DD94A9
contig_2	cds	707864	708151	-	CR182_01728	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_2	cds	708315	708770	-	CR182_01729		(pseudo) RDD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F8J9, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A2P6F8Q2, UniRef:UniRef90_A0A3S0T5U5
contig_2	cds	708931	709242	-	CR182_01730		hypothetical protein	
contig_2	cds	709251	709823	+	CR182_01731		(pseudo) IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2K8P483, UniRef:UniRef90_UPI00209C7762
contig_2	cds	710219	710569	+	CR182_01732		hypothetical protein	
contig_2	cds	710833	711027	+	CR182_01733		hypothetical protein	
contig_2	cds	711037	711189	+	CR182_01734		hypothetical protein	
contig_2	cds	711659	713008	+	CR182_01735	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	GO:0003924, GO:0005525, GO:0006400, SO:0001217, UniRef:UniRef50_R4U7H3, UniRef:UniRef90_A0A0K2JEG9
contig_2	cds	713018	713485	+	CR182_01736		(pseudo) putative deoxyribonuclease protein	EC:3.1.21.-, KEGG:K03424, SO:0001217, UniRef:UniRef50_Q14QJ7, UniRef:UniRef90_Q14QJ7
contig_2	cds	713499	713786	+	CR182_01737	tatD	TatD family hydrolase	SO:0001217, UniRef:UniRef50_A0A1H6LEW9
contig_2	cds	713857	714915	-	CR182_01738	mreB	Cell shape-determining protein MreB	COG:COG1077, COG:DZ, SO:0001217, UniRef:UniRef50_S5LXM4, UniRef:UniRef90_Q8VQG1
contig_2	cds	714969	716012	-	CR182_01739	mreB	Cell shape-determining protein MreB	COG:COG1077, COG:DZ, RefSeq:WP_400248956.1, SO:0001217, UniParc:UPI0037DDC212, UniRef:UniRef100_UPI0037DDC212, UniRef:UniRef50_S5LXM4, UniRef:UniRef90_A0A0K2JEW4
contig_2	cds	716920	717288	+	CR182_01740	recT	Recombination and repair protein RecT	KEGG:K07455, SO:0001217, UniRef:UniRef50_A0A2P6F9V1, UniRef:UniRef90_A0A2P6F9V1
contig_2	cds	717345	718196	+	CR182_01741		hypothetical protein	PFAM:PF13276.12
contig_2	cds	718346	718930	-	CR182_01742		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0UBP0
contig_2	cds	719017	719292	-	CR182_01743		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FBS5
contig_2	cds	719633	720247	+	CR182_01744		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHU1
contig_2	cds	720251	720511	+	CR182_01745		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGS7
contig_2	cds	720759	721244	-	CR182_01746		hypothetical protein	
contig_2	cds	721572	721907	-	CR182_01747		hypothetical protein	
contig_2	cds	722041	722154	-	CR182_01748		hypothetical protein	
contig_2	cds	722272	722382	+	CR182_01749		hypothetical protein	
contig_2	cds	723228	724133	+	CR182_01750	manA	mannose-6-phosphate isomerase, class I	EC:5.3.1.8, GO:0004476, GO:0005975, GO:0008270, SO:0001217, UniRef:UniRef50_W0GJW3, UniRef:UniRef90_A0A3S0TTW7
contig_2	cds	724311	726503	+	CR182_01751		PTS fructose transporter subunit IIABC	SO:0001217, UniRef:UniRef50_A0A1J0TZC6, UniRef:UniRef90_A0AAI9X169
contig_2	cds	727562	727768	+	CR182_01752		hypothetical protein	SO:0001217, UniRef:UniRef50_Q14MA8, UniRef:UniRef90_A0A2P6FFU0
contig_2	cds	727783	727941	+	CR182_01753		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JF61, UniRef:UniRef90_UPI0037DD36A5
contig_2	cds	728317	728454	-	CR182_01754		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_2	cds	728691	729143	-	CR182_01755		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_2	cds	729590	730117	+	CR182_01756		(pseudo) Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef50_UPI0030D5653F, UniRef:UniRef90_UPI0037DDCB22
contig_2	cds	730420	730557	-	CR182_01757		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A2P6FA02
contig_2	cds	730794	731246	-	CR182_01758		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_2	cds	731442	731543	+	CR182_01759		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NR39, UniRef:UniRef90_UPI0037DD3A27
contig_2	cds	731550	732299	+	CR182_01760		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0K2JFY0
contig_2	cds	732574	732711	-	CR182_01761		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_2	cds	732948	733400	-	CR182_01762		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_2	cds	733663	734679	+	CR182_01763		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2S8NUK1, UniRef:UniRef90_UPI0020A01FF6
contig_2	cds	734771	735004	-	CR182_01764		hypothetical protein	
contig_2	cds	735100	735636	-	CR182_01765		(pseudo) P123	SO:0001217, UniRef:UniRef50_A0A3S0RCY8, UniRef:UniRef90_A0A3S0RCY8
contig_2	cds	736048	736884	-	CR182_01766		(pseudo) Adhesin P123	SO:0001217, UniRef:UniRef50_A0AAJ4EJC9, UniRef:UniRef90_UPI0037DD8050
contig_2	cds	736924	737487	-	CR182_01767		(pseudo) p123	SO:0001217, UniRef:UniRef50_A0A2P6F8E7, UniRef:UniRef50_A0A2P6F8K7, UniRef:UniRef90_A0A0K2JHM2, UniRef:UniRef90_A0A2P6F8K7
contig_2	cds	737432	737893	-	CR182_01768		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A433ESZ6, UniRef:UniRef90_A0A3S0ULG4
contig_2	cds	738091	738237	-	CR182_01769		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F8E1, UniRef:UniRef50_A0A2P6F9R9, UniRef:UniRef90_A0A2P6F9R9
contig_2	cds	738250	738555	-	CR182_01770		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A345DNZ7, UniRef:UniRef90_A0A2P6F9B1
contig_2	cds	738595	739065	-	CR182_01771		(pseudo) Adhesin P54	SO:0001217, UniRef:UniRef50_A0A3S0TSB4, UniRef:UniRef90_A0A432ZUR1
contig_2	cds	739040	739288	-	CR182_01772		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3S0R681, UniRef:UniRef50_A0A3S0URV8, UniRef:UniRef90_A0A2P6F8F3, UniRef:UniRef90_UPI0030D0F535
contig_2	cds	739281	739559	-	CR182_01773		Adhesin P12	SO:0001217, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A2P6F9F7
contig_2	cds	739559	740266	-	CR182_01774		PBSX family phage terminase large subunit	SO:0001217, UniRef:UniRef50_A0A432ZUI0, UniRef:UniRef90_A0A2P6FFL1
contig_2	cds	740649	740861	-	CR182_01775		p58	SO:0001217, UniRef:UniRef50_A0A0K2JHB5, UniRef:UniRef90_A0A2P6F9U4
contig_2	cds	740913	741020	-	CR182_01776		(pseudo) p58	SO:0001217, UniRef:UniRef50_A0A0K2JGV8, UniRef:UniRef90_A0A2P6F8G9
contig_2	cds	741013	741411	-	CR182_01777		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_2	cds	741854	742168	+	CR182_01778		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F53E751, UniRef:UniRef90_UPI001F53E751
contig_2	cds	742129	742257	+	CR182_01779		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NR25, UniRef:UniRef90_A0A2S8NR25
contig_2	cds	742264	742455	+	CR182_01780		(pseudo) IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0AAJ4EJG9, UniRef:UniRef50_UPI0030D03177, UniRef:UniRef90_A0AAJ4EJG9
contig_2	cds	742961	743191	+	CR182_01781		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0AAI9T3R0
contig_2	cds	743282	743842	+	CR182_01782		(pseudo) MATE family efflux transporter	SO:0001217, UniRef:UniRef50_UPI0037DD6BF1, UniRef:UniRef90_UPI0037DD6BF1
contig_2	cds	743963	744223	+	CR182_01783		hypothetical protein	
contig_2	cds	744506	744739	+	CR182_01784		(pseudo) MATE family efflux transporter	SO:0001217, UniRef:UniRef50_UPI0037DCBC43, UniRef:UniRef90_UPI0037DCBC43
contig_2	cds	744743	744958	+	CR182_01785		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0AAX3SZB1, UniRef:UniRef50_UPI001F350042, UniRef:UniRef90_A0AAX3SZB1, UniRef:UniRef90_UPI001FECED84
contig_2	cds	745202	748081	+	CR182_01786		2-oxoacid dehydrogenase acyltransferase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_W6AUV1, UniRef:UniRef90_A0A0K2JIN7
contig_2	cds	748227	748340	+	CR182_01787		IS5/IS1182 family transposase	SO:0001217, UniRef:UniRef50_A0A2P6F9Y9
contig_2	cds	748921	749034	+	CR182_01788		(pseudo) Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_2	cds	749244	749786	-	CR182_01789		DUF402 domain-containing protein	KEGG:K07586, SO:0001217, UniRef:UniRef50_W0GPK3, UniRef:UniRef90_A0A2S8NUP5
contig_2	tRNA	750190	750265	-	CR182_01790	trnH	tRNA-His(gtg)	SO:0000262
contig_2	cds	750668	750826	+	CR182_01791		(pseudo) p123	SO:0001217, UniRef:UniRef50_A0A0K2JEU9, UniRef:UniRef90_A0A0K2JEU9
contig_2	cds	751241	752071	+	CR182_01792		(pseudo) Adhesin P123	SO:0001217, UniRef:UniRef50_A0AAJ4EJC9, UniRef:UniRef90_UPI0037DD8050
contig_2	cds	752537	752725	+	CR182_01793		hypothetical protein	
contig_2	cds	753408	753518	+	CR182_01794		Plectrovirus spv1-c74 orf 14 protein	SO:0001217, UniRef:UniRef50_Q14LW1
contig_2	cds	753650	753799	+	CR182_01795		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A3S0SU61, UniRef:UniRef90_A0A432ZW09
contig_2	cds	753799	754050	+	CR182_01796		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A2P6FA50, UniRef:UniRef90_A0A2P6FDD1
contig_2	cds	754322	754435	+	CR182_01797		hypothetical protein	
contig_2	cds	754485	754862	+	CR182_01798		DUF3627 domain-containing protein	SO:0001217, UniRef:UniRef50_P15895, UniRef:UniRef90_UPI00209E303B
contig_2	cds	754863	755012	+	CR182_01799		hypothetical protein	
contig_2	cds	755015	755218	+	CR182_01800		DUF2649 domain-containing protein	SO:0001217, UniRef:UniRef50_P15901, UniRef:UniRef90_UPI0030D14DAF
contig_2	cds	755218	756231	+	CR182_01801		hypothetical protein	SO:0001217, UniRef:UniRef50_P15893, UniRef:UniRef90_UPI001F4D8355
contig_2	cds	756224	756622	+	CR182_01802		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_P15896, UniRef:UniRef90_A0A2P6FAG2
contig_2	cds	756622	756858	+	CR182_01803		Capsid protein	RefSeq:WP_040092902.1, SO:0001217, UniParc:UPI000589BFD2, UniRef:UniRef100_A0A2P6FB75, UniRef:UniRef50_A0A2P6FBQ7, UniRef:UniRef90_A0A2P6FB75
contig_2	cds	756870	757172	+	CR182_01804		RDD family protein	RefSeq:WP_040092983.1, SO:0001217, UniParc:UPI000589F0EB, UniRef:UniRef100_A0A0C2EJX4, UniRef:UniRef50_A0A2P6FEH4, UniRef:UniRef90_A0A2P6FEH4
contig_2	cds	757165	759384	+	CR182_01805		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FFH2
contig_2	cds	759404	759847	-	CR182_01806		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHR0
contig_2	cds	759925	760179	+	CR182_01807		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D3007E, UniRef:UniRef90_UPI0030D3007E
contig_2	cds	760240	760911	+	CR182_01808		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A0K2JIV4, UniRef:UniRef90_A0A2P6FEP7
contig_2	cds	760957	761379	+	CR182_01809		General stress protein 13	SO:0001217, UniRef:UniRef50_R4UD14, UniRef:UniRef90_A0A2P6FAB1
contig_2	cds	761466	762086	-	CR182_01810		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4D41FE, UniRef:UniRef90_UPI0032B2B1D4
contig_2	cds	762155	762520	-	CR182_01811		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4E319E, UniRef:UniRef90_UPI001F4E319E
contig_2	cds	762970	763119	-	CR182_01812		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D1A721, UniRef:UniRef90_UPI0030D1A721
contig_2	cds	763675	764226	-	CR182_01813		(pseudo) IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2K8P483, UniRef:UniRef90_UPI00209C7762
contig_2	cds	764242	764421	-	CR182_01814		hypothetical protein	PFAM:PF13384.12, SO:0001217, UniRef:UniRef50_UPI00209CA79B, UniRef:UniRef90_UPI00209CA79B
contig_2	cds	765017	766384	-	CR182_01815	asnS	asparagine--tRNA ligase	EC:6.1.1.22, GO:0004816, GO:0005524, GO:0006421, KEGG:K01893, SO:0001217, UniRef:UniRef50_Q6F0Y5, UniRef:UniRef90_A0A0K2JF48
contig_2	cds	766405	766575	-	CR182_01816		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F1CADA6
contig_2	cds	766542	767114	-	CR182_01817		Uridine phosphorylase	EC:2.4.2.1, KEGG:K03784, SO:0001217, UniRef:UniRef50_A0A0K2JFI7, UniRef:UniRef90_Q14PH4
contig_2	cds	767381	767800	+	CR182_01818		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_2	cds	767742	768128	+	CR182_01819		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EN13
contig_2	cds	768542	769102	-	CR182_01820		MurR/RpiR family transcriptional regulator	SO:0001217, UniRef:UniRef50_UPI0037DDBEF7, UniRef:UniRef90_UPI0037DDBEF7
contig_2	cds	769107	769307	-	CR182_01821		hypothetical protein	
contig_2	cds	769344	769655	-	CR182_01822		hypothetical protein	
contig_2	cds	769671	769922	-	CR182_01823		hypothetical protein	PFAM:PF01418.23
contig_2	cds	769928	770884	-	CR182_01824	tsaD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	EC:2.3.1.234, GO:0002949, SO:0001217, UniRef:UniRef50_A6LKP0, UniRef:UniRef90_A0A0K2JG30
contig_2	cds	771021	771284	-	CR182_01825		Phosphocarrier protein HPr	RefSeq:WP_400248300.1, SO:0001217, UniParc:UPI0037DC35C3, UniRef:UniRef100_UPI0037DC35C3, UniRef:UniRef50_A0A2P6FBG2, UniRef:UniRef90_A0A2P6FBG2
contig_2	cds	771411	773189	-	CR182_01826		DNA 3'-5' helicase	SO:0001217, UniRef:UniRef50_R4UKP5, UniRef:UniRef90_A0A0K2JF36
contig_2	cds	773146	773607	-	CR182_01827		hypothetical protein	PFAM:PF00580.27, PFAM:PF13245.12
contig_2	cds	773646	774380	-	CR182_01828		RDD domain-containing protein	SO:0001217, UniRef:UniRef50_W0GNW7, UniRef:UniRef90_A0A0K2JFH6
contig_2	cds	774384	775358	-	CR182_01829		Glycosyltransferase	SO:0001217, UniRef:UniRef50_W0GKQ3, UniRef:UniRef90_A0A0K2JFJ0
contig_2	cds	776022	776189	-	CR182_01830		(pseudo) Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A1J0TZU3, UniRef:UniRef90_Q14PI4
contig_2	cds	776311	777054	-	CR182_01831	map	type I methionyl aminopeptidase	EC:3.4.11.18, GO:0006508, GO:0070006, KEGG:K01265, SO:0001217, UniRef:UniRef50_Q59509, UniRef:UniRef90_A0A0K2JF31
contig_2	cds	777127	777486	-	CR182_01832	rplQ	50S ribosomal protein L17	COG:COG0203, COG:J, GO:0003735, GO:0005840, GO:0006412, KEGG:K02879, SO:0001217, UniRef:UniRef50_P20277, UniRef:UniRef90_W0GKH1
contig_2	cds	777502	777915	-	CR182_01833		DNA-directed RNA polymerase subunit alpha C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001EF8FA24, UniRef:UniRef90_UPI001EF8FA24
contig_2	cds	777905	778453	-	CR182_01834		hypothetical protein	PFAM:PF01000.31, PFAM:PF01193.29, SO:0001217, UniRef:UniRef50_UPI001EF8135D, UniRef:UniRef90_UPI001EF8135D
