# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1352	+	GCF_964030635_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0005886, GO:0006270, GO:0006275, GO:0016887, KEGG:K02313, SO:0001217, UniRef:UniRef50_P34028, UniRef:UniRef90_P34028
contig_1	cds	1494119	1494487	-	GCF_964030635_01900	rplN	50S ribosomal protein L14	COG:COG0093, COG:J, GO:0003735, GO:0006412, GO:0015934, GO:0022625, GO:0070180, KEGG:K02874, SO:0001217, UniRef:UniRef50_A5FMZ0, UniRef:UniRef90_O31165
contig_1	cds	1494508	1494765	-	GCF_964030635_01901	rpsQ	30S ribosomal protein S17	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, SO:0001217, UniRef:UniRef50_O31164, UniRef:UniRef90_O31164
contig_1	cds	1494765	1495628	-	GCF_964030635_01902		Large ribosomal subunit protein uL29	SO:0001217, UniRef:UniRef50_O31163
contig_1	cds	1495630	1496043	-	GCF_964030635_01903	rplP	50S ribosomal protein L16	COG:COG0197, COG:J, GO:0000049, GO:0003735, GO:0006412, GO:0019843, GO:0022625, KEGG:K02878, SO:0001217, UniRef:UniRef50_P02415, UniRef:UniRef90_O31162
contig_1	cds	1496043	1496801	-	GCF_964030635_01904	rpsC	30S ribosomal protein S3	GO:0003729, GO:0003735, GO:0006412, GO:0019843, GO:0022627, KEGG:K02982, SO:0001217, UniRef:UniRef50_O31161, UniRef:UniRef90_O31161
contig_1	cds	1496821	1497159	-	GCF_964030635_01905	rplV	50S ribosomal protein L22	GO:0003735, GO:0006412, GO:0015934, GO:0019843, GO:0022625, KEGG:K02890, SO:0001217, UniRef:UniRef50_P10139, UniRef:UniRef90_O31160
contig_1	cds	1497188	1497463	-	GCF_964030635_01906	rpsS	30S ribosomal protein S19	GO:0000028, GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843, SO:0001217, UniRef:UniRef50_Q5SHP2, UniRef:UniRef90_Q6XYY2
contig_1	cds	1497548	1498384	-	GCF_964030635_01907	rplB	50S ribosomal protein L2	GO:0002181, GO:0003723, GO:0003735, GO:0006412, GO:0015934, GO:0016740, GO:0019843, KEGG:K02886, SO:0001217, UniRef:UniRef50_Q85FI1, UniRef:UniRef90_P60404
contig_1	cds	1498441	1498728	-	GCF_964030635_01908	rplW	50S ribosomal protein L23	GO:0003735, GO:0005840, GO:0006412, SO:0001217, UniRef:UniRef50_Q6F1Z2, UniRef:UniRef90_A0A0K2JF01
contig_1	cds	1498728	1499354	-	GCF_964030635_01909	rplD	50S ribosomal protein L4	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, SO:0001217, UniRef:UniRef50_P61065, UniRef:UniRef90_P61069
contig_1	cds	1499381	1500157	-	GCF_964030635_01910	rplC	50S ribosomal protein L3	GO:0003735, GO:0005840, GO:0006412, KEGG:K02906, SO:0001217, UniRef:UniRef50_Q6F1Z4, UniRef:UniRef90_UPI0030CF08B3
contig_1	cds	1500222	1500530	-	GCF_964030635_01911	rpsJ	30S ribosomal protein S10	COG:COG0051, COG:J, GO:0003723, GO:0003735, GO:0005840, GO:0006412, SO:0001217, UniRef:UniRef50_Q6F7R1, UniRef:UniRef90_R4UI36
contig_1	cds	1500851	1501024	-	GCF_964030635_01912		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	1501244	1501438	-	GCF_964030635_01913		(pseudo) DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030D2D128, UniRef:UniRef90_UPI0030D142F9
contig_1	cds	1501699	1501962	-	GCF_964030635_01914		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1502252	1502617	+	GCF_964030635_01915		IS3 family transposase	SO:0001217, UniRef:UniRef50_UPI00313E05D0
contig_1	cds	1502598	1503044	+	GCF_964030635_01916		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_G9QHB0
contig_1	cds	1503226	1506225	+	GCF_964030635_01917		2-oxo acid dehydrogenase subunit E2	SO:0001217, UniRef:UniRef50_W6AUV1, UniRef:UniRef90_UPI0030CA5BB4
contig_1	cds	1506556	1506990	-	GCF_964030635_01918		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_G9QHB0
contig_1	cds	1506971	1507078	-	GCF_964030635_01919		hypothetical protein	
contig_1	cds	1507156	1507752	-	GCF_964030635_01920		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1508214	1508603	-	GCF_964030635_01921		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	1508590	1508898	-	GCF_964030635_01922		(pseudo) DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CF0588
contig_1	cds	1509391	1509777	+	GCF_964030635_01923		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00313F3DC1, UniRef:UniRef90_UPI0035C8E223
contig_1	cds	1510107	1510382	+	GCF_964030635_01924		Transposase	SO:0001217, UniRef:UniRef50_J8DD51
contig_1	cds	1510424	1510789	+	GCF_964030635_01925		IS3 family transposase	SO:0001217, UniRef:UniRef50_UPI00313E05D0
contig_1	cds	1510770	1511213	+	GCF_964030635_01926		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_G9QHB0
contig_1	cds	1511955	1512104	-	GCF_964030635_01927		Large ribosomal subunit protein bL33B	SO:0001217, UniRef:UniRef50_Q6F184
contig_1	cds	1512654	1513337	-	GCF_964030635_01928		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	1513511	1513774	-	GCF_964030635_01929		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1514065	1514430	+	GCF_964030635_01930		IS3 family transposase	SO:0001217, UniRef:UniRef50_UPI00313E05D0
contig_1	cds	1514411	1514845	+	GCF_964030635_01931		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_G9QHB0
contig_1	cds	1515165	1516511	+	GCF_964030635_01932		(pseudo) 2-oxo acid dehydrogenase subunit E2	SO:0001217, UniRef:UniRef50_W6AUV1, UniRef:UniRef90_UPI0030CA5BB4
contig_1	cds	1516610	1516966	+	GCF_964030635_01933		hypothetical protein	
contig_1	cds	1517063	1518025	+	GCF_964030635_01934		hypothetical protein	PFAM:PF00198.28
contig_1	cds	1518356	1518802	-	GCF_964030635_01935		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_G9QHB0
contig_1	cds	1518783	1519148	-	GCF_964030635_01936		IS3 family transposase	SO:0001217, UniRef:UniRef50_UPI00313E05D0
contig_1	cds	1519324	1519908	+	GCF_964030635_01937		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0035C8F34F, UniRef:UniRef90_UPI0035C8F34F
contig_1	cds	1519944	1520333	-	GCF_964030635_01938		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	1520320	1520541	-	GCF_964030635_01939		(pseudo) DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030D2D128, UniRef:UniRef90_UPI0030D142F9
contig_1	cds	1520802	1521065	-	GCF_964030635_01940		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1521127	1521921	+	GCF_964030635_01941		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	1522446	1522760	+	GCF_964030635_01942		hypothetical protein	PFAM:PF13276.12
contig_1	cds	1523082	1523249	+	GCF_964030635_01943		hypothetical protein	
contig_1	cds	1523396	1523827	+	GCF_964030635_01944	rpiB	ribose 5-phosphate isomerase B	EC:5.3.1.6, GO:0004751, GO:0009052, KEGG:K01808, SO:0001217, UniRef:UniRef50_Q14PX8, UniRef:UniRef90_UPI0030D20243
contig_1	cds	1523887	1524114	-	GCF_964030635_01945	nifU	NIF system FeS cluster assembly NifU C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B3SL73
contig_1	cds	1524488	1525171	-	GCF_964030635_01946		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	1525418	1525681	+	GCF_964030635_01947		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1525721	1526110	-	GCF_964030635_01948		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	1526097	1527383	-	GCF_964030635_01949		hypothetical protein	PFAM:PF13276.12
contig_1	cds	1527544	1528440	-	GCF_964030635_01950		hypothetical protein	
contig_1	cds	1528870	1529175	-	GCF_964030635_01951		50S ribosomal protein L11 methyltransferase	SO:0001217, UniRef:UniRef50_UPI0037DCDE4A
contig_1	cds	1529153	1529989	-	GCF_964030635_01952		DNA polymerase III subunit delta'	SO:0001217, UniRef:UniRef50_Q14QH2, UniRef:UniRef90_UPI0030CE5E02
contig_1	cds	1529982	1530626	-	GCF_964030635_01953	tmk	dTMP kinase	EC:2.7.4.9, GO:0004798, GO:0005524, GO:0006233, KEGG:K00943, SO:0001217, UniRef:UniRef50_Q6MUI5, UniRef:UniRef90_A0A0K2JEC4
contig_1	cds	1530644	1530850	-	GCF_964030635_01954		hypothetical protein	PFAM:PF21175.2
contig_1	cds	1531028	1531417	-	GCF_964030635_01955		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00313F3DC1, UniRef:UniRef90_UPI0035C8E223
contig_1	cds	1532969	1535695	+	GCF_964030635_01956	ileS	isoleucine--tRNA ligase	EC:6.1.1.5, GO:0000166, GO:0004822, GO:0005524, GO:0006428, SO:0001217, UniRef:UniRef50_Q14NL0, UniRef:UniRef90_UPI0030CBE008
contig_1	cds	1535849	1536436	+	GCF_964030635_01957	lspA	signal peptidase II	EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, GO:0009306, KEGG:K03101, SO:0001217, UniRef:UniRef50_A0A0K2JG32, UniRef:UniRef90_UPI0030D60728
contig_1	cds	1536429	1537349	+	GCF_964030635_01958	rluA	RluA family pseudouridine synthase	EC:5.4.99.23, KEGG:K06180, SO:0001217, UniRef:UniRef50_Q14NK8, UniRef:UniRef90_UPI0030CD6B38
contig_1	cds	1537356	1538750	+	GCF_964030635_01959	gluP	Rhomboid protease GluP	SO:0001217, UniRef:UniRef50_A0A1J0U178
contig_1	cds	1538738	1539241	+	GCF_964030635_01960		tRNA-specific adenosine deaminase	SO:0001217, UniRef:UniRef50_A0A2P6FCC1
contig_1	cds	1539512	1539751	-	GCF_964030635_01961		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NQ29
contig_1	cds	1540034	1540441	-	GCF_964030635_01962		(pseudo) ISNCY family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0AAJ4EK67, UniRef:UniRef90_UPI002412C781
contig_1	cds	1540463	1540789	-	GCF_964030635_01963		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S8NSX3
contig_1	cds	1540932	1541111	+	GCF_964030635_01964		Transposase	SO:0001217, UniRef:UniRef50_A0A1Q5P404
contig_1	cds	1541319	1542056	-	GCF_964030635_01965		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00313B1C06, UniRef:UniRef90_UPI00313B1C06
contig_1	cds	1542445	1542684	+	GCF_964030635_01966		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHV7
contig_1	cds	1543237	1543518	+	GCF_964030635_01967		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A2P6FFS2
contig_1	cds	1543528	1543695	+	GCF_964030635_01968		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	1543709	1543999	+	GCF_964030635_01969		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5, UniRef:UniRef90_UPI0030D1B4AB
contig_1	cds	1543992	1544138	+	GCF_964030635_01970		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FG49
contig_1	cds	1544141	1544917	+	GCF_964030635_01971		Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_UPI0030D53007
contig_1	cds	1544920	1545711	+	GCF_964030635_01972	recT	recombinase RecT	KEGG:K07455, SO:0001217, UniRef:UniRef50_A0A0K2JFY0, UniRef:UniRef90_UPI0037DCEEC9
contig_1	cds	1545772	1546242	+	GCF_964030635_01973		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5
contig_1	cds	1546247	1546426	+	GCF_964030635_01974		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0030D2A146
contig_1	cds	1546452	1546739	-	GCF_964030635_01975	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_1	cds	1546873	1547526	-	GCF_964030635_01976		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A2P6FFU6
contig_1	cds	1547542	1548564	-	GCF_964030635_01977		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F9G9
contig_1	cds	1548554	1549471	-	GCF_964030635_01978		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0, UniRef:UniRef90_UPI0030CC2682
contig_1	cds	1549478	1550194	-	GCF_964030635_01979		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3S0RCN1, UniRef:UniRef90_UPI0030D2AAE0
contig_1	cds	1550414	1550884	-	GCF_964030635_01980		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A432ZV93, UniRef:UniRef50_A0A432ZVD5, UniRef:UniRef90_A0A2P6F8E9, UniRef:UniRef90_UPI0011BBA3F7
contig_1	cds	1550901	1551362	-	GCF_964030635_01981		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_A0A2P6FFS4
contig_1	cds	1551674	1552327	+	GCF_964030635_01982		hypothetical protein	
contig_1	cds	1552424	1552933	+	GCF_964030635_01983		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2P6FEX0
contig_1	cds	1553116	1556331	-	GCF_964030635_01984		Adhesin P123	SO:0001217, UniRef:UniRef50_W0GR15
contig_1	cds	1556335	1557726	-	GCF_964030635_01985		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A2P6FF31, UniRef:UniRef90_A0A2P6FA19
contig_1	cds	1557719	1557997	-	GCF_964030635_01986		Adhesin P12	RefSeq:WP_253301740.1, SO:0001217, UniParc:UPI00209C7E7A, UniRef:UniRef100_UPI00209C7E7A, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A3S0YNT3
contig_1	cds	1557997	1559457	-	GCF_964030635_01987		PBSX family phage terminase large subunit	KEGG:K06909, SO:0001217, UniRef:UniRef50_W0GPI8, UniRef:UniRef90_A0A432ZV87
contig_1	cds	1559537	1559848	-	GCF_964030635_01988		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0020A016DD
contig_1	cds	1560237	1561220	+	GCF_964030635_01989		hypothetical protein	PFAM:PF00665.32
contig_1	cds	1561503	1561907	+	GCF_964030635_01990		hypothetical protein	PFAM:PF13518.12
contig_1	cds	1562173	1562496	+	GCF_964030635_01991		hypothetical protein	PFAM:PF00665.32
contig_1	cds	1562505	1562717	+	GCF_964030635_01992		hypothetical protein	
contig_1	rRNA	1562870	1562976	-	GCF_964030635_01993	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	rRNA	1563049	1565966	-	GCF_964030635_01994	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	rRNA	1566249	1567768	-	GCF_964030635_01995	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	cds	1568465	1568800	-	GCF_964030635_01996		Transposase family protein	SO:0001217, UniRef:UniRef50_A0A3S0SEN2
contig_1	cds	1568847	1568969	-	GCF_964030635_01997		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313F2ADF, UniRef:UniRef90_UPI00313B29A0
contig_1	cds	1569087	1569410	+	GCF_964030635_01998		(pseudo) IS1 family transposase	SO:0001217, UniRef:UniRef50_UPI001C048822, UniRef:UniRef50_UPI00313CE38C, UniRef:UniRef90_UPI0030D609FB
contig_1	cds	1569586	1570371	+	GCF_964030635_01999		phosphotransferase	SO:0001217, UniRef:UniRef50_R4UFN4, UniRef:UniRef90_UPI0030CD5A39
contig_1	cds	1570368	1570940	-	GCF_964030635_02000		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1J0U0E0
contig_1	tRNA	1571008	1571081	-	GCF_964030635_02001	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	tRNA	1571170	1571256	-	GCF_964030635_02002	trnL	tRNA-Leu(taa)	SO:0000264
contig_1	tRNA	1571275	1571350	-	GCF_964030635_02003	trnK	tRNA-Lys(ttt)	SO:0000265
contig_1	tRNA	1571355	1571429	-	GCF_964030635_02004	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	tRNA	1571446	1571529	-	GCF_964030635_02005	trnY	tRNA-Tyr(gta)	SO:0000272
contig_1	tRNA	1571536	1571611	-	GCF_964030635_02006	trnT	tRNA-Thr(tgt)	SO:0000270
contig_1	tRNA	1571620	1571695	-	GCF_964030635_02007	trnK	tRNA-Lys(ttt)	SO:0000265
contig_1	cds	1571861	1572802	-	GCF_964030635_02008		Transmembrane protein	SO:0001217, UniRef:UniRef50_R4UDK4
contig_1	cds	1572987	1573226	+	GCF_964030635_02009		IS1 family transposase	SO:0001217, UniRef:UniRef50_A0A3S0TS16
contig_1	cds	1573306	1573947	+	GCF_964030635_02010		transposase	SO:0001217, UniRef:UniRef50_UPI00313D3AE9
contig_1	cds	1574113	1575075	+	GCF_964030635_02011		GMP reductase	EC:1.7.1.7, GO:0003920, GO:0006163, GO:1902560, SO:0001217, UniRef:UniRef50_Q81JJ9, UniRef:UniRef90_A0A0K2JIJ7
contig_1	cds	1575443	1575649	-	GCF_964030635_02012		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0U8T3
contig_1	cds	1575921	1576181	+	GCF_964030635_02013		Transposase	SO:0001217, UniRef:UniRef50_A0A432ZVT8
contig_1	cds	1576313	1576966	-	GCF_964030635_02014		hypothetical protein	
contig_1	cds	1577249	1577527	-	GCF_964030635_02015		hypothetical protein	
contig_1	cds	1578013	1578447	+	GCF_964030635_02016	rplK	50S ribosomal protein L11	GO:0003735, GO:0005840, GO:0006412, SO:0001217, UniRef:UniRef50_P47327, UniRef:UniRef90_Q14L25
contig_1	cds	1578450	1579136	+	GCF_964030635_02017	rplA	50S ribosomal protein L1	GO:0003723, GO:0003735, GO:0006412, GO:0015934, SO:0001217, UniRef:UniRef50_Q6F0K8, UniRef:UniRef90_A0A2P6FGB4
contig_1	cds	1579363	1579791	+	GCF_964030635_02018		IS1 family transposase	SO:0001217, UniRef:UniRef50_UPI001C04B7CB
contig_1	cds	1579945	1580217	+	GCF_964030635_02019		(pseudo) transposase	SO:0001217, UniRef:UniRef50_UPI001C0573B8, UniRef:UniRef50_UPI00313D0583, UniRef:UniRef90_UPI00313AB213
contig_1	cds	1580625	1581086	+	GCF_964030635_02020	tsaE	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	SO:0001217, UniRef:UniRef50_Q14NQ6
contig_1	cds	1581088	1581660	+	GCF_964030635_02021	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	EC:2.3.1.234, GO:0002949, SO:0001217, UniRef:UniRef50_W0GM62, UniRef:UniRef90_UPI0030CF39F2
contig_1	cds	1581661	1581852	+	GCF_964030635_02022		(pseudo) GNAT family N-acetyltransferase	SO:0001217, UniRef:UniRef50_UPI00313B39E3, UniRef:UniRef90_UPI00313B39E3
contig_1	cds	1582113	1582376	+	GCF_964030635_02023		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1582637	1583233	+	GCF_964030635_02024		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1583243	1583725	-	GCF_964030635_02025		hypothetical protein	SO:0001217, UniRef:UniRef50_A0AAJ4JYH4, UniRef:UniRef90_UPI00313BFEC3
contig_1	cds	1584319	1584795	+	GCF_964030635_02026		Hypothetical transposase of is1202 family c-terminal truncated protein	SO:0001217, UniRef:UniRef50_Q14L24
contig_1	cds	1585357	1585596	+	GCF_964030635_02027		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NQ29
contig_1	cds	1585862	1586122	-	GCF_964030635_02028		hypothetical protein	
contig_1	cds	1586182	1587069	-	GCF_964030635_02029	ylqF	ribosome biogenesis GTPase YlqF	GO:0003924, GO:0005525, GO:0005737, GO:0042254, SO:0001217, UniRef:UniRef50_R4U5J0, UniRef:UniRef90_UPI0030CC9253
contig_1	cds	1587829	1587990	+	GCF_964030635_02030		hypothetical protein	
contig_1	cds	1588036	1588299	+	GCF_964030635_02031		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1588560	1589156	+	GCF_964030635_02032		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1589185	1590123	+	GCF_964030635_02033		Transposase	SO:0001217, UniRef:UniRef50_A0A2S8NS47
contig_1	cds	1590099	1590338	+	GCF_964030635_02034		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NQ29
contig_1	cds	1590479	1590997	+	GCF_964030635_02035		hypothetical protein	
contig_1	cds	1591003	1591695	+	GCF_964030635_02036		hypothetical protein	
contig_1	cds	1592117	1592905	+	GCF_964030635_02037		hypothetical protein	PFAM:PF13276.12, PFAM:PF13384.12, PFAM:PF13518.12
contig_1	cds	1592954	1593094	+	GCF_964030635_02038		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D3635F
contig_1	cds	1593478	1594074	+	GCF_964030635_02039		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1594544	1596034	-	GCF_964030635_02040	yfcC	YfcC family protein	SO:0001217, UniRef:UniRef50_W0GNK3, UniRef:UniRef90_UPI0030D2E458
contig_1	cds	1596497	1596955	+	GCF_964030635_02041		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030CF4DCE, UniRef:UniRef90_UPI0030CCA2EC
contig_1	cds	1597232	1597447	+	GCF_964030635_02042		transposase	SO:0001217, UniRef:UniRef50_UPI0035C8E137, UniRef:UniRef90_UPI0035C8E137
contig_1	cds	1597528	1598808	-	GCF_964030635_02043	yidC	Membrane protein insertase YidC	KEGG:K03217, SO:0001217, UniRef:UniRef50_W6ANY7, UniRef:UniRef90_A0A3S0RTB4
contig_1	cds	1598824	1599180	-	GCF_964030635_02044	rnpA	ribonuclease P protein component	EC:3.1.26.5, GO:0000049, GO:0004526, GO:0008033, SO:0001217, UniRef:UniRef50_R4UKE7, UniRef:UniRef90_UPI0030D264FF
contig_1	cds	1599182	1599316	-	GCF_964030635_02045	rpmH	50S ribosomal protein L34	GO:0000315, GO:0003735, GO:0006412, GO:0022625, KEGG:K02914, SO:0001217, UniRef:UniRef50_P80340, UniRef:UniRef90_R4UMZ1
contig_1	cds	1599500	1600018	+	GCF_964030635_02046		hypothetical protein	
contig_1	cds	1600024	1600368	+	GCF_964030635_02047		hypothetical protein	
contig_1	cds	1600684	1600968	+	GCF_964030635_02048		hypothetical protein	
contig_1	cds	1600988	1601170	-	GCF_964030635_02049		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	1601536	1602486	-	GCF_964030635_02050		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	1602931	1603194	-	GCF_964030635_02051		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1603494	1603631	-	GCF_964030635_02052		hypothetical protein	
contig_1	cds	1603646	1604230	-	GCF_964030635_02053		thymidine kinase	EC:2.7.1.21, GO:0004797, GO:0005524, KEGG:K00857, SO:0001217, UniRef:UniRef50_A0A8T3U0R6, UniRef:UniRef90_A0A0K2JIT5
contig_1	cds	1604233	1605195	-	GCF_964030635_02054	nrnA	bifunctional oligoribonuclease/PAP phosphatase NrnA	EC:3.1.13.3, EC:3.1.3.7, KEGG:K06881, SO:0001217, UniRef:UniRef50_A0A2P6FAC9, UniRef:UniRef90_UPI0030CD0093
contig_1	cds	1605209	1607134	-	GCF_964030635_02055		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_R4U2Q3, UniRef:UniRef90_UPI0030D0D783
contig_1	cds	1607300	1608094	-	GCF_964030635_02056		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_R9KFE9
contig_1	cds	1608136	1608411	-	GCF_964030635_02057		transposase	SO:0001217, UniRef:UniRef50_J8DD51, UniRef:UniRef90_UPI0030D26C5A
contig_1	cds	1608380	1608769	-	GCF_964030635_02058		hypothetical protein	
contig_1	cds	1608819	1609769	-	GCF_964030635_02059		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	1610232	1610417	-	GCF_964030635_02060		hypothetical protein	
contig_1	cds	1610435	1612507	-	GCF_964030635_02061	dnaX	DNA polymerase III subunit gamma/tau	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005524, GO:0006260, GO:0009360, KEGG:K02343, SO:0001217, UniRef:UniRef50_A0A1J0TZ61, UniRef:UniRef90_UPI0030D4F8CA
contig_1	cds	1612576	1613019	-	GCF_964030635_02062		tRNA(adenine(34)) deaminase	SO:0001217, UniRef:UniRef50_R4U2K4, UniRef:UniRef90_A0A0K2JET8
contig_1	ncRNA	1613036	1613126	-	GCF_964030635_02063	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
